2	0.01000	o	o	o
3	0.02000	o	o	o
4	0.03000	o	o	o
5	0.04000	o	o	o
6	0.05000	o	o	o
1375	13.74000	100.228	-62.804	126.148
1376	13.75000	100.219	-62.811	126.161
1377	13.76000	100.253	-62.808	126.140
1378	13.77000	100.258	-62.803	126.151
1379	13.78000	100.265	-62.812	126.145
1380	13.79000	100.245	-62.793	126.146
1381	13.80000	100.248	-62.822	126.158
1382	13.81000	100.273	-62.809	126.159
1383	13.82000	100.229	-62.815	126.165
1384	13.83000	100.217	-62.811	126.149
1385	13.84000	100.214	-62.804	126.160
1386	13.85000	100.187	-62.828	126.157
1387	13.86000	100.159	-62.795	126.144
1388	13.87000	100.146	-62.784	126.139
1389	13.88000	100.119	-62.802	126.158
1390	13.89000	100.085	-62.772	126.135
1391	13.90000	100.072	-62.750	126.143
1392	13.91000	100.034	-62.764	126.142
1393	13.92000	99.973	-62.763	126.155
1394	13.93000	99.943	-62.740	126.149
1395	13.94000	99.897	-62.734	126.160
1396	13.95000	99.857	-62.713	126.146
1397	13.96000	99.793	-62.706	126.135
1398	13.97000	99.738	-62.691	126.142
1399	13.98000	99.691	-62.690	126.135
1400	13.99000	99.599	-62.633	126.108
1401	14.00000	99.489	-62.569	126.093
1402	14.01000	99.496	-62.599	126.117
1403	14.02000	99.400	-62.597	126.115
1404	14.03000	99.346	-62.593	126.124
1405	14.04000	99.195	-62.514	126.099
1406	14.05000	99.181	-62.479	126.120
1407	14.06000	99.074	-62.467	126.129
1408	14.07000	98.965	-62.454	126.126
1409	14.08000	98.953	-62.455	126.137
1410	14.09000	98.850	-62.479	126.152
1411	14.10000	98.696	-62.392	126.118
1412	14.11000	98.615	-62.356	126.114
1413	14.12000	98.537	-62.355	126.112
1414	14.13000	98.438	-62.317	126.124
1415	14.14000	98.365	-62.283	126.112
1416	14.15000	98.228	-62.271	126.118
1417	14.16000	98.137	-62.260	126.118
1418	14.17000	98.055	-62.223	126.118
1419	14.18000	97.973	-62.186	126.114
1420	14.19000	97.854	-62.193	126.118
1421	14.20000	97.737	-62.159	126.119
1422	14.21000	97.632	-62.125	126.116
1423	14.22000	97.551	-62.117	126.125
1424	14.23000	97.416	-62.084	126.126
1425	14.24000	97.314	-62.068	126.119
1426	14.25000	97.189	-62.038	126.121
1427	14.26000	97.067	-62.014	126.139
1428	14.27000	96.977	-61.992	126.122
1429	14.28000	96.843	-61.987	126.137
1430	14.29000	96.725	-61.960	126.143
1431	14.30000	96.590	-61.920	126.147
1432	14.31000	96.477	-61.889	126.153
1433	14.32000	96.369	-61.871	126.153
1434	14.33000	96.268	-61.856	126.157
1435	14.34000	96.118	-61.817	126.150
1436	14.35000	95.986	-61.790	126.153
1437	14.36000	95.853	-61.764	126.145
1438	14.37000	95.698	-61.707	126.120
1439	14.38000	95.531	-61.593	126.109
1440	14.39000	95.399	-61.566	126.104
1441	14.40000	95.268	-61.501	126.092
1442	14.41000	95.151	-61.497	126.103
1443	14.42000	95.011	-61.445	126.082
1444	14.43000	94.890	-61.404	126.098
1445	14.44000	94.771	-61.400	126.100
1446	14.45000	94.625	-61.374	126.108
1447	14.46000	94.548	-61.408	126.127
1448	14.47000	94.369	-61.268	126.085
1449	14.48000	94.259	-61.250	126.077
1450	14.49000	94.088	-61.209	126.090
1451	14.50000	93.987	-61.194	126.079
1452	14.51000	93.848	-61.171	126.098
1453	14.52000	93.722	-61.124	126.089
1454	14.53000	93.566	-61.123	126.109
1455	14.54000	93.447	-61.118	126.131
1456	14.55000	93.296	-61.096	126.135
1457	14.56000	93.183	-61.060	126.132
1458	14.57000	93.054	-61.052	126.142
1459	14.58000	92.905	-61.020	126.140
1460	14.59000	92.778	-61.002	126.141
1461	14.60000	92.656	-60.979	126.156
1462	14.61000	92.521	-60.906	126.155
1463	14.62000	92.378	-60.927	126.174
1464	14.63000	92.276	-60.866	126.197
1465	14.64000	92.158	-60.840	126.188
1466	14.65000	92.065	-60.818	126.183
1467	14.66000	91.869	-60.741	126.141
1468	14.67000	91.793	-60.781	126.169
1469	14.68000	91.689	-60.749	126.167
1470	14.69000	91.580	-60.720	126.157
1471	14.70000	91.434	-60.610	126.131
1472	14.71000	91.323	-60.603	126.136
1473	14.72000	91.189	-60.544	126.111
1474	14.73000	91.091	-60.530	126.107
1475	14.74000	91.007	-60.483	126.094
1476	14.75000	90.846	-60.453	126.089
1477	14.76000	90.730	-60.439	126.098
1478	14.77000	90.646	-60.403	126.083
1479	14.78000	90.526	-60.358	126.098
1480	14.79000	90.437	-60.337	126.093
1481	14.80000	90.300	-60.344	126.113
1482	14.81000	90.210	-60.323	126.112
1483	14.82000	90.118	-60.283	126.112
1484	14.83000	90.014	-60.268	126.108
1485	14.84000	89.935	-60.251	126.111
1486	14.85000	89.854	-60.233	126.114
1487	14.86000	89.771	-60.197	126.111
1488	14.87000	89.664	-60.175	126.118
1489	14.88000	89.603	-60.164	126.110
1490	14.89000	89.511	-60.153	126.122
1491	14.90000	89.418	-60.153	126.129
1492	14.91000	89.363	-60.128	126.126
1493	14.92000	89.259	-60.124	126.140
1494	14.93000	89.205	-60.110	126.139
1495	14.94000	89.138	-60.068	126.157
1496	14.95000	89.092	-60.069	126.158
1497	14.96000	88.962	-60.005	126.128
1498	14.97000	88.928	-60.043	126.178
1499	14.98000	88.883	-60.043	126.179
1500	14.99000	88.790	-59.959	126.148
1501	15.00000	88.796	-59.989	126.161
1502	15.01000	88.714	-59.983	126.170
1503	15.02000	88.650	-59.931	126.151
1504	15.03000	88.597	-59.906	126.152
1505	15.04000	88.583	-59.929	126.164
1506	15.05000	88.549	-59.889	126.147
1507	15.06000	88.477	-59.897	126.154
1508	15.07000	88.435	-59.893	126.162
1509	15.08000	88.423	-59.905	126.172
1510	15.09000	88.393	-59.905	126.181
1511	15.10000	88.374	-59.887	126.175
1512	15.11000	88.363	-59.855	126.169
1513	15.12000	88.314	-59.877	126.178
1514	15.13000	88.280	-59.859	126.176
1515	15.14000	88.295	-59.859	126.172
1516	15.15000	88.246	-59.881	126.181
1517	15.16000	88.259	-59.851	126.176
1518	15.17000	88.257	-59.873	126.179
1519	15.18000	88.241	-59.873	126.184
1520	15.19000	88.243	-59.863	126.178
1521	15.20000	88.227	-59.862	126.182
1522	15.21000	88.225	-59.873	126.184
1523	15.22000	88.240	-59.844	126.183
1524	15.23000	88.207	-59.867	126.187
1525	15.24000	88.249	-59.848	126.179
1526	15.25000	88.269	-59.844	126.170
1527	15.26000	88.278	-59.870	126.182
1528	15.27000	88.287	-59.862	126.173
1529	15.28000	88.275	-59.807	126.148
1530	15.29000	88.314	-59.877	126.178
1531	15.30000	88.341	-59.887	126.176
1532	15.31000	88.379	-59.883	126.174
1533	15.32000	88.385	-59.880	126.173
1534	15.33000	88.437	-59.876	126.175
1535	15.34000	88.470	-59.894	126.169
1536	15.35000	88.492	-59.908	126.167
1537	15.36000	88.525	-59.937	126.171
1538	15.37000	88.577	-59.933	126.165
1539	15.38000	88.606	-59.943	126.166
1540	15.39000	88.647	-59.935	126.167
1541	15.40000	88.717	-59.961	126.166
1542	15.41000	88.770	-59.986	126.173
1543	15.42000	88.776	-59.960	126.152
1544	15.43000	88.875	-60.018	126.164
1545	15.44000	88.933	-60.039	126.169
1546	15.45000	88.971	-60.047	126.166
1547	15.46000	89.045	-60.057	126.165
1548	15.47000	89.120	-60.050	126.147
1549	15.48000	89.206	-60.059	126.122
1550	15.49000	89.219	-60.081	126.133
1551	15.50000	89.304	-60.095	126.126
1552	15.51000	89.384	-60.095	126.123
1553	15.52000	89.464	-60.125	126.119
1554	15.53000	89.522	-60.146	126.113
1555	15.54000	89.611	-60.150	126.119
1556	15.55000	89.692	-60.156	126.114
1557	15.56000	89.766	-60.200	126.111
1558	15.57000	89.842	-60.200	126.113
1559	15.58000	89.919	-60.211	126.109
1560	15.59000	90.007	-60.243	126.100
1561	15.60000	90.094	-60.258	126.100
1562	15.61000	90.158	-60.275	126.098
1563	15.62000	90.286	-60.316	126.097
1564	15.63000	90.377	-60.316	126.091
1565	15.64000	90.484	-60.320	126.092
1566	15.65000	90.576	-60.348	126.079
1567	15.66000	90.670	-60.382	126.094
1568	15.67000	90.787	-60.425	126.105
1569	15.68000	90.877	-60.475	126.108
1570	15.69000	90.984	-60.497	126.101
1571	15.70000	91.088	-60.507	126.096
1572	15.71000	91.175	-60.533	126.094
1573	15.72000	91.248	-60.566	126.098
1574	15.73000	91.360	-60.562	126.082
1575	15.74000	91.506	-60.687	126.157
1576	15.75000	91.631	-60.716	126.163
1577	15.76000	91.726	-60.745	126.161
1578	15.77000	91.793	-60.713	126.150
1579	15.78000	91.926	-60.812	126.198
1580	15.79000	92.034	-60.823	126.197
1581	15.80000	92.137	-60.838	126.196
1582	15.81000	92.223	-60.887	126.179
1583	15.82000	92.341	-60.908	126.191
1584	15.83000	92.443	-60.940	126.194
1585	15.84000	92.571	-60.953	126.158
1586	15.85000	92.674	-60.957	126.144
1587	15.86000	92.781	-60.980	126.137
1588	15.87000	92.870	-60.990	126.136
1589	15.88000	92.987	-61.033	126.141
1590	15.89000	93.111	-61.057	126.129
1591	15.90000	93.233	-61.107	126.135
1592	15.91000	93.324	-61.130	126.140
1593	15.92000	93.442	-61.133	126.134
1594	15.93000	93.555	-61.153	126.118
1595	15.94000	93.661	-61.175	126.108
1596	15.95000	93.792	-61.201	126.093
1597	15.96000	93.913	-61.201	126.086
1598	15.97000	93.992	-61.202	126.076
1599	15.98000	94.105	-61.227	126.077
1600	15.99000	94.188	-61.252	126.083
1601	16.00000	94.323	-61.257	126.076
1602	16.01000	94.415	-61.308	126.079
1603	16.02000	94.551	-61.386	126.119
1604	16.03000	94.676	-61.427	126.123
1605	16.04000	94.786	-61.445	126.123
1606	16.05000	94.883	-61.504	126.138
1607	16.06000	94.954	-61.445	126.103
1608	16.07000	95.061	-61.537	126.127
1609	16.08000	95.185	-61.560	126.132
1610	16.09000	95.282	-61.596	126.132
1611	16.10000	95.367	-61.611	126.128
1612	16.11000	95.453	-61.637	126.130
1613	16.12000	95.560	-61.649	126.133
1614	16.13000	95.614	-61.601	126.108
1615	16.14000	95.747	-61.719	126.117
1616	16.15000	95.833	-61.705	126.127
1617	16.16000	95.974	-61.769	126.150
1618	16.17000	96.033	-61.819	126.157
1619	16.18000	96.151	-61.818	126.134
1620	16.19000	96.228	-61.841	126.144
1621	16.20000	96.308	-61.848	126.143
1622	16.21000	96.381	-61.870	126.148
1623	16.22000	96.469	-61.887	126.130
1624	16.23000	96.552	-61.912	126.136
1625	16.24000	96.602	-61.919	126.136
1626	16.25000	96.696	-61.914	126.136
1627	16.26000	96.768	-61.965	126.135
1628	16.27000	96.862	-61.960	126.131
1629	16.28000	96.900	-61.974	126.137
1630	16.29000	96.966	-62.010	126.149
1631	16.30000	97.068	-61.998	126.129
1632	16.31000	97.131	-61.987	126.117
1633	16.32000	97.173	-62.009	126.124
1634	16.33000	97.247	-62.020	126.116
1635	16.34000	97.310	-62.050	126.112
1636	16.35000	97.339	-62.043	126.114
1637	16.36000	97.413	-62.054	126.114
1638	16.37000	97.446	-62.061	126.110
1639	16.38000	97.521	-62.066	126.105
1640	16.39000	97.567	-62.078	126.113
1641	16.40000	97.593	-62.110	126.126
1642	16.41000	97.637	-62.122	126.115
1643	16.42000	97.704	-62.118	126.117
1644	16.43000	97.750	-62.130	126.110
1645	16.44000	97.790	-62.145	126.111
1646	16.45000	97.817	-62.155	126.120
1647	16.46000	97.852	-62.163	126.117
1648	16.47000	97.880	-62.145	126.109
1649	16.48000	97.908	-62.167	126.112
1650	16.49000	97.946	-62.182	126.114
1651	16.50000	97.977	-62.193	126.115
1652	16.51000	97.990	-62.204	126.116
1653	16.52000	98.017	-62.208	126.116
1654	16.53000	98.041	-62.212	126.116
1655	16.54000	98.055	-62.223	126.118
1656	16.55000	98.087	-62.224	126.109
1657	16.56000	98.062	-62.237	126.116
1658	16.57000	98.100	-62.234	126.122
1659	16.58000	98.103	-62.241	126.120
1660	16.59000	98.089	-62.230	126.118
1661	16.60000	98.115	-62.234	126.114
1662	16.61000	98.113	-62.245	126.116
1663	16.62000	98.113	-62.216	126.107
1664	16.63000	98.114	-62.234	126.110
1665	16.64000	98.122	-62.248	126.120
1666	16.65000	98.130	-62.234	126.114
1667	16.66000	98.108	-62.238	126.111
1668	16.67000	98.082	-62.245	126.121
1669	16.68000	98.084	-62.223	126.113
1670	16.69000	98.078	-62.249	126.118
1671	16.70000	98.041	-62.212	126.120
1672	16.71000	98.032	-62.209	126.108
1673	16.72000	98.019	-62.186	126.108
1674	16.73000	98.003	-62.215	126.122
1675	16.74000	97.964	-62.183	126.109
1676	16.75000	97.938	-62.190	126.111
1677	16.76000	97.906	-62.189	126.120
1678	16.77000	97.871	-62.181	126.123
1679	16.78000	97.861	-62.189	126.121
1680	16.79000	97.841	-62.170	126.118
1681	16.80000	97.780	-62.170	126.116
1682	16.81000	97.730	-62.151	126.122
1683	16.82000	97.717	-62.129	126.122
1684	16.83000	97.646	-62.125	126.120
1685	16.84000	97.628	-62.118	126.115
1686	16.85000	97.582	-62.107	126.114
1687	16.86000	97.529	-62.109	126.128
1688	16.87000	97.478	-62.084	126.121
1689	16.88000	97.424	-62.069	126.120
1690	16.89000	97.377	-62.058	126.115
1691	16.90000	97.333	-62.046	126.118
1692	16.91000	97.272	-62.035	126.118
1693	16.92000	97.204	-62.009	126.119
1694	16.93000	97.161	-62.027	126.123
1695	16.94000	97.090	-62.012	126.130
1696	16.95000	97.027	-62.000	126.119
1697	16.96000	96.960	-61.986	126.129
1698	16.97000	96.880	-61.966	126.140
1699	16.98000	96.826	-61.980	126.151
1700	16.99000	96.744	-61.961	126.143
1701	17.00000	96.675	-61.947	126.134
1702	17.01000	96.620	-61.920	126.147
1703	17.02000	96.562	-61.916	126.144
1704	17.03000	96.486	-61.904	126.144
1705	17.04000	96.402	-61.878	126.142
1706	17.05000	96.348	-61.852	126.139
1707	17.06000	96.260	-61.848	126.144
1708	17.07000	96.176	-61.822	126.146
1709	17.08000	96.092	-61.814	126.131
1710	17.09000	96.005	-61.809	126.152
1711	17.10000	95.900	-61.764	126.143
1712	17.11000	95.832	-61.727	126.131
1713	17.12000	95.750	-61.680	126.133
1714	17.13000	95.659	-61.650	126.154
1715	17.14000	95.556	-61.624	126.140
1716	17.15000	95.486	-61.615	126.133
1717	17.16000	95.351	-61.571	126.110
1718	17.17000	95.262	-61.515	126.099
1719	17.18000	95.184	-61.497	126.106
1720	17.19000	95.123	-61.548	126.132
1721	17.20000	95.024	-61.449	126.090
1722	17.21000	94.929	-61.419	126.088
1723	17.22000	94.845	-61.411	126.100
1724	17.23000	94.791	-61.441	126.118
1725	17.24000	94.656	-61.375	126.091
1726	17.25000	94.602	-61.411	126.118
1727	17.26000	94.477	-61.320	126.083
1728	17.27000	94.409	-61.283	126.082
1729	17.28000	94.310	-61.257	126.084
1730	17.29000	94.224	-61.243	126.077
1731	17.30000	94.133	-61.220	126.083
1732	17.31000	94.042	-61.209	126.084
1733	17.32000	93.951	-61.198	126.084
1734	17.33000	93.877	-61.165	126.084
1735	17.34000	93.767	-61.146	126.092
1736	17.35000	93.698	-61.149	126.106
1737	17.36000	93.580	-61.145	126.105
1738	17.37000	93.510	-61.130	126.120
1739	17.38000	93.391	-61.126	126.130
1740	17.39000	93.319	-61.111	126.137
1741	17.40000	93.227	-61.122	126.141
1742	17.41000	93.147	-61.093	126.142
1743	17.42000	93.035	-61.045	126.149
1744	17.43000	92.945	-61.012	126.146
1745	17.44000	92.856	-60.991	126.133
1746	17.45000	92.774	-60.983	126.142
1747	17.46000	92.687	-60.968	126.149
1748	17.47000	92.603	-60.954	126.157
1749	17.48000	92.528	-60.931	126.159
1750	17.49000	92.417	-60.953	126.170
1751	17.50000	92.363	-60.881	126.194
1752	17.51000	92.279	-60.856	126.192
1753	17.52000	92.221	-60.863	126.198
1754	17.53000	92.131	-60.813	126.188
1755	17.54000	92.044	-60.798	126.196
1756	17.55000	91.964	-60.792	126.182
1757	17.56000	91.889	-60.771	126.165
1758	17.57000	91.767	-60.704	126.130
1759	17.58000	91.724	-60.756	126.167
1760	17.59000	91.682	-60.723	126.159
1761	17.60000	91.560	-60.679	126.131
1762	17.61000	91.499	-60.599	126.123
1763	17.62000	91.395	-60.591	126.105
1764	17.63000	91.390	-60.599	126.138
1765	17.64000	91.270	-60.551	126.110
1766	17.65000	91.222	-60.533	126.100
1767	17.66000	91.149	-60.529	126.106
1768	17.67000	91.091	-60.525	126.107
1769	17.68000	91.005	-60.482	126.094
1770	17.69000	91.002	-60.538	126.127
1771	17.70000	90.907	-60.458	126.096
1772	17.71000	90.836	-60.449	126.089
1773	17.72000	90.788	-60.403	126.086
1774	17.73000	90.769	-60.458	126.116
1775	17.74000	90.662	-60.374	126.085
1776	17.75000	90.608	-60.377	126.091
1777	17.76000	90.540	-60.352	126.092
1778	17.77000	90.539	-60.334	126.089
1779	17.78000	90.474	-60.328	126.090
1780	17.79000	90.419	-60.319	126.098
1781	17.80000	90.411	-60.305	126.088
1782	17.81000	90.336	-60.323	126.093
1783	17.82000	90.304	-60.283	126.079
1784	17.83000	90.240	-60.282	126.097
1785	17.84000	90.231	-60.291	126.090
1786	17.85000	90.168	-60.279	126.090
1787	17.86000	90.161	-60.265	126.092
1788	17.87000	90.107	-60.268	126.098
1789	17.88000	90.090	-60.250	126.099
1790	17.89000	90.063	-60.269	126.111
1791	17.90000	90.029	-60.251	126.101
1792	17.91000	89.990	-60.254	126.110
1793	17.92000	89.970	-60.246	126.114
1794	17.93000	89.943	-60.225	126.111
1795	17.94000	89.946	-60.232	126.108
1796	17.95000	89.931	-60.232	126.108
1797	17.96000	89.917	-60.221	126.107
1798	17.97000	89.894	-60.236	126.106
1799	17.98000	89.895	-60.225	126.104
1800	17.99000	89.900	-60.233	126.102
1801	18.00000	89.867	-60.232	126.114
1802	18.01000	89.874	-60.229	126.109
1803	18.02000	89.862	-60.218	126.108
1804	18.03000	89.880	-60.236	126.110
1805	18.04000	89.863	-60.207	126.114
1806	18.05000	89.887	-60.222	126.104
1807	18.06000	89.894	-60.196	126.099
1808	18.07000	89.882	-60.226	126.112
1809	18.08000	89.870	-60.210	126.118
1810	18.09000	89.916	-60.221	126.103
1811	18.10000	89.912	-60.225	126.104
1812	18.11000	89.929	-60.243	126.110
1813	18.12000	89.921	-60.240	126.114
1814	18.13000	89.958	-60.225	126.110
1815	18.14000	89.951	-60.239	126.113
1816	18.15000	89.983	-60.228	126.106
1817	18.16000	90.023	-60.254	126.113
1818	18.17000	90.035	-60.236	126.106
1819	18.18000	90.047	-60.269	126.107
1820	18.19000	90.079	-60.247	126.095
1821	18.20000	90.112	-60.276	126.103
1822	18.21000	90.143	-60.275	126.106
1823	18.22000	90.195	-60.283	126.094
1824	18.23000	90.233	-60.280	126.077
1825	18.24000	90.265	-60.308	126.104
1826	18.25000	90.358	-60.382	126.126
1827	18.26000	90.376	-60.394	126.127
1828	18.27000	90.374	-60.331	126.093
1829	18.28000	90.476	-60.379	126.118
1830	18.29000	90.461	-60.323	126.090
1831	18.30000	90.541	-60.386	126.117
1832	18.31000	90.552	-60.356	126.089
1833	18.32000	90.607	-60.359	126.088
1834	18.33000	90.616	-60.392	126.093
1835	18.34000	90.720	-60.406	126.097
1836	18.35000	90.743	-60.421	126.083
1837	18.36000	90.803	-60.431	126.095
1838	18.37000	90.875	-60.475	126.100
1839	18.38000	90.922	-60.486	126.097
1840	18.39000	90.983	-60.497	126.105
1841	18.40000	91.051	-60.522	126.103
1842	18.41000	91.104	-60.519	126.101
1843	18.42000	91.158	-60.544	126.104
1844	18.43000	91.207	-60.544	126.107
1845	18.44000	91.261	-60.547	126.109
1846	18.45000	91.322	-60.547	126.104
1847	18.46000	91.417	-60.588	126.104
1848	18.47000	91.503	-60.664	126.130
1849	18.48000	91.590	-60.712	126.159
1850	18.49000	91.644	-60.738	126.166
1851	18.50000	91.736	-60.737	126.163
1852	18.51000	91.760	-60.690	126.131
1853	18.52000	91.828	-60.765	126.181
1854	18.53000	91.910	-60.789	126.179
1855	18.54000	91.977	-60.808	126.188
1856	18.55000	92.029	-60.833	126.183
1857	18.56000	92.052	-60.750	126.168
1858	18.57000	92.173	-60.834	126.195
1859	18.58000	92.277	-60.867	126.193
1860	18.59000	92.337	-60.889	126.188
1861	18.60000	92.391	-60.909	126.167
1862	18.61000	92.493	-60.918	126.181
1863	18.62000	92.554	-60.936	126.159
1864	18.63000	92.631	-60.947	126.147
1865	18.64000	92.681	-60.954	126.143
1866	18.65000	92.754	-60.975	126.156
1867	18.66000	92.837	-60.983	126.140
1868	18.67000	92.912	-60.994	126.132
1869	18.68000	92.987	-61.016	126.141
1870	18.69000	93.092	-61.038	126.135
1871	18.70000	93.166	-61.082	126.140
1872	18.71000	93.254	-61.087	126.123
1873	18.72000	93.331	-61.087	126.113
1874	18.73000	93.395	-61.122	126.129
1875	18.74000	93.462	-61.130	126.125
1876	18.75000	93.546	-61.138	126.112
1877	18.76000	93.626	-61.157	126.105
1878	18.77000	93.704	-61.146	126.094
1879	18.78000	93.780	-61.168	126.092
1880	18.79000	93.844	-61.186	126.097
1881	18.80000	93.932	-61.180	126.078
1882	18.81000	94.003	-61.194	126.078
1883	18.82000	94.045	-61.227	126.087
1884	18.83000	94.157	-61.206	126.080
1885	18.84000	94.198	-61.238	126.084
1886	18.85000	94.287	-61.272	126.084
1887	18.86000	94.338	-61.268	126.089
1888	18.87000	94.420	-61.316	126.084
1889	18.88000	94.504	-61.386	126.113
1890	18.89000	94.566	-61.341	126.080
1891	18.90000	94.627	-61.341	126.083
1892	18.91000	94.684	-61.385	126.089
1893	18.92000	94.767	-61.393	126.088
1894	18.93000	94.870	-61.460	126.112
1895	18.94000	94.945	-61.493	126.135
1896	18.95000	94.941	-61.441	126.099
1897	18.96000	95.082	-61.527	126.129
1898	18.97000	95.134	-61.552	126.132
1899	18.98000	95.191	-61.585	126.140
1900	18.99000	95.209	-61.541	126.113
1901	19.00000	95.251	-61.522	126.104
1902	19.01000	95.363	-61.615	126.129
1903	19.02000	95.397	-61.560	126.107
1904	19.03000	95.489	-61.634	126.136
1905	19.04000	95.494	-61.579	126.107
1906	19.05000	95.531	-61.610	126.089
1907	19.06000	95.641	-61.645	126.118
1908	19.07000	95.684	-61.633	126.096
1909	19.08000	95.785	-61.727	126.140
1910	19.09000	95.859	-61.720	126.125
1911	19.10000	95.883	-61.764	126.144
1912	19.11000	95.951	-61.743	126.134
1913	19.12000	95.964	-61.782	126.149
1914	19.13000	96.057	-61.783	126.127
1915	19.14000	96.090	-61.813	126.139
1916	19.15000	96.155	-61.803	126.124
1917	19.16000	96.155	-61.832	126.140
1918	19.17000	96.220	-61.815	126.136
1919	19.18000	96.249	-61.815	126.123
1920	19.19000	96.325	-61.838	126.144
1921	19.20000	96.360	-61.856	126.139
1922	19.21000	96.384	-61.860	126.139
1923	19.22000	96.417	-61.878	126.149
1924	19.23000	96.440	-61.875	126.140
1925	19.24000	96.474	-61.893	126.146
1926	19.25000	96.492	-61.872	126.138
1927	19.26000	96.523	-61.890	126.140
1928	19.27000	96.561	-61.926	126.146
1929	19.28000	96.607	-61.927	126.133
1930	19.29000	96.619	-61.920	126.131
1931	19.30000	96.649	-61.920	126.127
1932	19.31000	96.657	-61.934	126.137
1933	19.32000	96.679	-61.931	126.139
1934	19.33000	96.687	-61.911	126.135
1935	19.34000	96.691	-61.935	126.136
1936	19.35000	96.735	-61.918	126.139
1937	19.36000	96.751	-61.947	126.140
1938	19.37000	96.738	-61.936	126.142
1939	19.38000	96.744	-61.932	126.141
1940	19.39000	96.775	-61.979	126.137
1941	19.40000	96.779	-61.940	126.138
1942	19.41000	96.772	-61.972	126.136
1943	19.42000	96.775	-61.979	126.137
1944	19.43000	96.789	-61.932	126.140
1945	19.44000	96.804	-61.972	126.139
1946	19.45000	96.778	-61.968	126.143
1947	19.46000	96.794	-61.957	126.137
1948	19.47000	96.784	-61.936	126.149
1949	19.48000	96.781	-61.929	126.140
1950	19.49000	96.775	-61.933	126.133
1951	19.50000	96.768	-61.948	126.128
1952	19.51000	96.760	-61.921	126.131
1953	19.52000	96.744	-61.932	126.141
1954	19.53000	96.714	-61.950	126.138
1955	19.54000	96.727	-61.903	126.129
1956	19.55000	96.686	-61.927	126.154
1957	19.56000	96.699	-61.910	126.131
1958	19.57000	96.659	-61.917	126.137
1959	19.58000	96.667	-61.892	126.133
1960	19.59000	96.647	-61.884	126.136
1961	19.60000	96.609	-61.899	126.143
1962	19.61000	96.590	-61.891	126.142
1963	19.62000	96.567	-61.883	126.134
1964	19.63000	96.550	-61.894	126.140
1965	19.64000	96.521	-61.883	126.139
1966	19.65000	96.489	-61.882	126.140
1967	19.66000	96.466	-61.868	126.138
1968	19.67000	96.424	-61.864	126.138
1969	19.68000	96.395	-61.852	126.141
1970	19.69000	96.362	-61.863	126.140
1971	19.70000	96.340	-61.849	126.142
1972	19.71000	96.288	-61.841	126.142
1973	19.72000	96.267	-61.833	126.141
1974	19.73000	96.231	-61.814	126.128
1975	19.74000	96.197	-61.829	126.146
1976	19.75000	96.176	-61.804	126.139
1977	19.76000	96.110	-61.780	126.129
1978	19.77000	96.068	-61.799	126.133
1979	19.78000	96.028	-61.766	126.132
1980	19.79000	96.003	-61.763	126.140
1981	19.80000	95.873	-61.698	126.113
1982	19.81000	95.881	-61.728	126.138
1983	19.82000	95.798	-61.693	126.111
1984	19.83000	95.760	-61.683	126.141
1985	19.84000	95.685	-61.696	126.118
1986	19.85000	95.634	-61.671	126.123
1987	19.86000	95.641	-61.695	126.166
1988	19.87000	95.519	-61.594	126.113
1989	19.88000	95.454	-61.564	126.106
1990	19.89000	95.427	-61.582	126.125
1991	19.90000	95.370	-61.549	126.110
1992	19.91000	95.300	-61.563	126.118
1993	19.92000	95.278	-61.589	126.130
1994	19.93000	95.187	-61.504	126.107
1995	19.94000	95.175	-61.585	126.136
1996	19.95000	95.053	-61.460	126.099
1997	19.96000	95.056	-61.512	126.123
1998	19.97000	94.988	-61.504	126.112
1999	19.98000	94.900	-61.397	126.081
2000	19.99000	94.824	-61.415	126.094
